DrugBank ID,drug_name,PX,ST_VIRUS,cleaned_smiles,scaffolds,clusters
,,8.55284,Hepatitis C virus,COc1ccc2nc3c(nc2c1)O[C@H]1CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]2C[C@@H]4C[C@@H]4[C@H]2CCCCC3)[C@H](C(=O)N[C@]2(C(=O)NS(=O)(=O)C3(C)CC3)C[C@H]2C(F)F)[C@@H]1C,O=C1NCC(=O)N2CC(CC2C(=O)NC2(C(=O)NS(=O)(=O)C3CC3)CC2)Oc2nc3ccccc3nc2CCCCCC2C(CC3CC32)O1,-1
,,8.55284,Hepatitis C virus,CCN(c1cc2oc(-c3ccc(Oc4cccc(F)c4)cc3)c(C(=O)NC)c2cc1-c1cccc(C(=O)NCC(C)(C)CO)c1)S(C)(=O)=O,c1ccc(Oc2ccc(-c3cc4cc(-c5ccccc5)ccc4o3)cc2)cc1,-1
,,8.55,Respiratory syncytial virus,Cc1cc2n(Cc3nc(OCC4CCOC4)c4cc(C#N)ccc4n3)c(=O)c3ccccc3n2n1,O=c1c2ccccc2n2nccc2n1Cc1nc(OCC2CCOC2)c2ccccc2n1,399
,Yhhu-1036,8.55,Dengue virus,CC(C)(C)Oc1cccc2nc(N)nc(N)c12,c1ccc2ncncc2c1,-1
,,8.54516,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1C[Si](C)(C)C[C@H]1c1nc2ccc3cc(-c4ccc(-c5[nH]c([C@@H]6C[C@H]7C[C@H]7N6C(=O)[C@@H](NC(=O)OC)C6CCOCC6)nc5Cl)cc4)ccc3c2[nH]1)C1CCOCC1,O=C(CC1CCOCC1)N1C[SiH2]CC1c1nc2ccc3cc(-c4ccc(-c5cnc(C6CC7CC7N6C(=O)CC6CCOCC6)[nH]5)cc4)ccc3c2[nH]1,216
,Odalasvir,8.54516,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1[C@H](c2nc3cc(-c4cc5ccc4CCc4ccc(c(-c6ccc7nc([C@@H]8C[C@@H]9CCCC[C@@H]9N8C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c7c6)c4)CC5)ccc3[nH]2)C[C@@H]2CCCC[C@@H]21)C(C)C,c1cc2c(-c3ccc4[nH]c(C5CC6CCCCC6N5)nc4c3)cc1CCc1ccc(cc1-c1ccc3nc(C4CC5CCCCC5N4)[nH]c3c1)CC2,70
,BPR-3P0128,8.54,Enterovirus,Cc1ccc(C)c(-n2ncc(-c3cc(C(=O)O)c4cc(Br)ccc4n3)c2C)c1,c1ccc(-n2cc(-c3ccc4ccccc4n3)cn2)cc1,-1
,,8.5376,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1C[Si](C)(C)C[C@H]1c1nc(Cl)c(-c2ccc(-c3ccc(-c4[nH]c([C@@H]5C[C@H]6C[C@H]6N5C(=O)[C@@H](NC(=O)OC)C(C)C)nc4Cl)cc3)cc2)[nH]1)C(C)C,c1cc(-c2cnc(C3C[SiH2]CN3)[nH]2)ccc1-c1ccc(-c2cnc(C3CC4CC4N3)[nH]2)cc1,401
,,8.5376,Hepatitis B virus,Cc1c(C(=O)C(=O)NC2(c3c[nH]nn3)CC(F)(F)C2)c2n(c1C(=O)Nc1ccc(F)c(C(F)F)c1)CCC2,O=C(NC1(c2c[nH]nn2)CCC1)C(=O)c1cc(C(=O)Nc2ccccc2)n2c1CCC2,400
,,8.5376,Hepatitis B virus,Cc1c(C(=O)Nc2ccc(F)c(F)c2)c2n(c1C(=O)C(=O)NC1(c3c[nH]nn3)CC(F)(F)C1)CCC2,O=C(NC1(c2c[nH]nn2)CCC1)C(=O)c1cc(C(=O)Nc2ccccc2)c2n1CCC2,372
,,8.5376,Hepatitis C virus,CCC1(S(=O)(=O)NC(=O)c2ccc3c(C4CCCCC4)c4n(c3c2)C[C@@]2(C(=O)N3[C@H]5CC[C@@H]3CN(C)C5)C[C@H]2c2cc(F)ccc2-4)CC1,O=C(NS(=O)(=O)C1CC1)c1ccc2c(C3CCCCC3)c3n(c2c1)CC1(C(=O)N2C4CCC2CNC4)CC1c1ccccc1-3,77
,,8.5376,Influenza A virus,O=C1CCC/C(=C\CCCCO)C1,C=C1CCCC(=O)C1,-1
,PA-6001-A,8.53165,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2c(c1)O[C@H](c1ccccc1)n1c-2cc2cc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)ccc21)C(C)C,O=C(Nc1ccc2c(c1)OC(c1ccccc1)n1c-2cc2cc(NC(=O)C3CCCN3)ccc21)C1CCCN1,12
,,8.53,Respiratory syncytial virus,COC(=O)/C=C/c1c(Cn2c(=O)n(C3CC3)c3ccncc32)nc2cc(Cl)ccn12,O=c1n(Cc2cn3ccccc3n2)c2cnccc2n1C1CC1,-1
,,8.52288,Hepatitis C virus,CCCOc1ccc(-c2cc(C(C(=O)OC)n3cc4nc(-c5cccc(F)c5F)nc-4cn3)on2)c(C(F)(F)F)c1,c1ccc(-c2cc(Cn3cc4nc(-c5ccccc5)nc-4cn3)on2)cc1,406
,,8.52288,Hepatitis C virus,CN1CCC[C@H](N(c2cc(C#CC(C)(C)C)sc2C(=O)O)C(=O)[C@H]2CC[C@H](C)CC2)C1=O,O=C1NCCCC1N(C(=O)C1CCCCC1)c1ccsc1,405
,,8.52288,Hepatitis C virus,Cc1nc(NCc2c(F)cc(F)cc2F)nc(N[C@@H]2C[C@H](CS(C)(=O)=O)[C@@H](O)[C@H]2O)c1-c1nc2c(C3CC3)nccc2s1,c1ccc(CNc2ncc(-c3nc4c(C5CC5)nccc4s3)c(NC3CCCC3)n2)cc1,404
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)C(Nc1cccc(C(=O)NC)c1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC(Oc2nccc3ccccc23)CN1C(=O)CNc1ccccc1,403
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](Nc1cccc(C(=O)O)c1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC(Oc2nccc3ccccc23)CN1C(=O)CNc1ccccc1,403
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](Nc1cccc(F)c1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC(Oc2nccc3ccccc23)CN1C(=O)CNc1ccccc1,403
,,8.52288,Hepatitis B virus,COC(=O)C1=C(CN2CCN3C(=O)N(c4ccc(C(C)CC(=O)O)cc4)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,O=C1N(c2ccccc2)CC2CN(CC3=CC(c4ccccc4)N=C(c4nccs4)N3)CCN12,402
,,8.52288,Hepatitis C virus,NS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3ccccc3n(NC3CCC3)c1=O)N2,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)cc2ccccc2n1NC1CCC1,397
,,8.52288,Hepatitis C virus,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C/CCCCCC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,O=C1NC2(C(=O)NS(=O)(=O)C3CC3)CC2C=CCCCCCC(=O)N2CC(Oc3cc(-c4nccs4)nc4ccccc34)CC12,353
,,8.52288,Hepatitis C virus,O=C1NCC2(CC2)CNCCCOc2ccc(cc2)CNc2nc(nc(OCC(F)(F)F)n2)Nc2ccc1cc2,O=C1NCC2(CC2)CNCCCOc2ccc(cc2)CNc2ncnc(n2)Nc2ccc1cc2,296
,,8.52288,Hepatitis B virus,CC1CCN(c2cc(F)nc(N3CCc4nc(-c5ncccn5)ncc4C3C)c2)C1,c1cnc(-c2ncc3c(n2)CCN(c2cc(N4CCCC4)ccn2)C3)nc1,220
,,8.52288,Hepatitis C virus,CC(C)CS(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)C[C@@]1(C(=O)N2[C@H]4CC[C@@H]2CN(C)C4)C[C@H]1c1cc(F)ccc1-3,O=C(N1C2CCC1CNC2)C12CC1c1ccccc1-c1c(C3CCCCC3)c3ccccc3n1C2,74
,BMS-605339,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2nccc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC(Oc2nccc3ccccc23)CN1,71
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2nccc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1(C)CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC(Oc2nccc3ccccc23)CN1,71
,,8.52288,Hepatitis C virus,COC(=O)N[C@H](C(=O)N1[C@H](c2nc3cc(-c4cc5cc(F)c4CCc4cc(F)c(c(-c6ccc7[nH]c([C@@H]8C[C@@H]9CCCC[C@@H]9N8C(=O)[C@@H](NC(=O)OC)C(C)C)nc7c6)c4)CC5)ccc3[nH]2)C[C@@H]2CCCC[C@@H]21)C(C)C,c1cc2c(-c3ccc4[nH]c(C5CC6CCCCC6N5)nc4c3)cc1CCc1ccc(cc1-c1ccc3[nH]c(C4CC5CCCCC5N4)nc3c1)CC2,70
,,8.52288,Hepatitis C virus,C[C@@H](Oc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3cc(F)ccc3n(CCC3CC3)c1=O)N2)C(N)=O,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)cc2ccccc2n1CCC1CC1,64
,A-837093,8.52288,Hepatitis C virus,CC(C)CC[C@@]1(C)C(=O)C(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)=C(O)c2ccccc21,O=C1Cc2ccccc2C=C1C1=NS(=O)(=O)c2ccccc2N1,62
,,8.52288,Hepatitis C virus,[2H]c1nc(C(NC(=O)c2cc(-c3cc4c(C(=O)NC)c(-c5ccc(F)cc5)oc4nc3CCC(F)(F)F)cnc2OC([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])no1,O=C(NCc1ncon1)c1cncc(-c2cnc3oc(-c4ccccc4)cc3c2)c1,54
DB12470,Dexelvucitabine,8.52288,Hepatitis B virus,Nc1nc(=O)n([C@H]2C=C[C@@H](CO)O2)cc1F,O=c1ncccn1C1C=CCO1,44
,IB-LO-2.13,8.52288,Hepatitis C virus,COc1c(-c2ccc3c(c2)CC=C3CNS(C)(=O)=O)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,O=c1ccn(-c2cccc(-c3ccc4c(c3)CC=C4)c2)c(=O)[nH]1,-1
,IB-LO-2.17,8.52288,Hepatitis C virus,COc1c(-c2ccc3c(c2)CCC3CNS(C)(=O)=O)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,O=c1ccn(-c2cccc(-c3ccc4c(c3)CCC4)c2)c(=O)[nH]1,-1
,Stachyflin,8.52288,Influenza A virus,C[C@H]1CC[C@H]2C(C)(C)[C@@H](O)CC[C@]23Oc2c(c(O)cc4c2CNC4=O)C[C@]13C,O=C1NCc2c1ccc1c2OC23CCCCC2CCCC3C1,-1
,IB-LO-2.40,8.52288,Hepatitis C virus,COc1c(-c2ccc3c(CNS(C)(=O)=O)csc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,O=c1ccn(-c2cccc(-c3ccc4ccsc4c3)c2)c(=O)[nH]1,-1
,,8.52288,Hepatitis B virus,Cc1c(C(=O)C(=O)N[C@H](C)C(F)(F)F)c(Cl)c(C(=O)Nc2ccc(F)c(C#N)c2)n1C,O=C(Nc1ccccc1)c1ccc[nH]1,-1
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCCC1)NC(=O)N1CC[C@@H](C1)OCCC/C=C/c1cc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC2CN1C(=O)C(C1CCCCC1)NC(=O)N1CCC(C1)OCCCC=Cc1cc3ccccc3nc1O2,-1
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCCC1)Nc1nc(cs1)CCC/C=C/c1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC2CN1C(=O)C(C1CCCCC1)Nc1nc(cs1)CCCC=Cc1cccc3c1CN(C3)C(=O)O2,-1
,,8.52288,Hepatitis C virus,CCc1cc2cc(-c3c(C)nc(NCc4cc(OC)cc(OC)c4)nc3N[C@@H]3C[C@H](CO)[C@@H](O)[C@H]3O)oc2cn1,c1ccc(CNc2ncc(-c3cc4ccncc4o3)c(NC3CCCC3)n2)cc1,-1
,,8.52288,Hepatitis C virus,N=c1c(C(=O)NC2CCCCC2)cc2c(=O)n3ccccc3nc2n1Cc1ccccc1,N=c1c(C(=O)NC2CCCCC2)cc2c(=O)n3ccccc3nc2n1Cc1ccccc1,-1
,,8.52288,Hepatitis C virus,N=c1c(C(=O)NC2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)cc2c(=O)n3ccccc3nc2n1Cc1ccccc1,N=c1c(C(=O)NC2C3CC4CC(C3)CC2C4)cc2c(=O)n3ccccc3nc2n1Cc1ccccc1,-1
,,8.52288,Hepatitis C virus,COC[C@H]1C[C@@](Cn2cccn2)(C(=O)O)N(C(=O)c2ccc(C(C)(C)C)c(OC)c2)[C@H]1c1nccs1,O=C(c1ccccc1)N1C(Cn2cccn2)CCC1c1nccs1,-1
,,8.52288,Hepatitis C virus,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)OCCN3S(C)(=O)=O,c1ccc(-c2cc3cc4c(cc3o2)NCCOC4)cc1,-1
,,8.52288,Hepatitis C virus,CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)oc2cc3c(cc12)[C@H](C)CCCN3S(C)(=O)=O,c1ccc(Oc2ccc(-c3cc4cc5c(cc4o3)NCCCC5)cc2)cc1,-1
,,8.52288,Hepatitis C virus,C[C@@](O)(C(=O)N1CCC[C@H]1C(=O)Nc1ccc(-c2nnc(-c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@](C)(O)c4ccccc4)cc3)o2)cc1)c1ccccc1,O=C(Nc1ccc(-c2nnc(-c3ccc(NC(=O)C4CCCN4C(=O)Cc4ccccc4)cc3)o2)cc1)C1CCCN1C(=O)Cc1ccccc1,-1
,,8.52288,Hepatitis C virus,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccc6ccncc6n5)CC4)ccc3C)cc12,O=C(NC1(c2ccc3ccncc3n2)CC1)c1cccc(-c2ccc3oc(-c4ccccc4)cc3c2)c1,-1
,,8.52288,Hepatitis B virus,COc1cc2c(cc1OCc1ccccc1)[C@H]1CCC(C)(C)[C@H]1n1cc(C(=O)O)c(=O)cc1-2,O=c1ccn2c(c1)-c1ccc(OCc3ccccc3)cc1C1CCCC12,-1
,,8.52288,Hepatitis B virus,COCCCOc1cc2c(cc1Cl)-c1cc(=O)c(C(=O)O)cn1[C@@H]1CCCCC[C@H]21,O=c1ccn2c(c1)-c1ccccc1C1CCCCCC12,-1
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](Nc1cccc(S(N)(=O)=O)c1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC(Oc2nccc3ccccc23)CN1C(=O)CNc1ccccc1,-1
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](Nc1cccc(C(=O)NC(C)(C)C)c1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC(Oc2nccc3ccccc23)CN1C(=O)CNc1ccccc1,-1
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](Nc1ccc(S(N)(=O)=O)cc1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC(Oc2nccc3ccccc23)CN1C(=O)CNc1ccccc1,-1
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2nccc3cc(OC)ccc23)CN1C(=O)C(Nc1cc(C)cc(C)n1)C(C)C)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC(Oc2nccc3ccccc23)CN1C(=O)CNc1ccccn1,-1
,,8.52288,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](Nc1ccc(C(=O)NC(C)(C)c2ccccc2)cc1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,O=C(NCc1ccccc1)c1ccc(NCC(=O)N2CC(Oc3nccc4ccccc34)CC2C(=O)NC2(C(=O)NS(=O)(=O)C3CC3)CC2)cc1,-1
,,8.52288,Hepatitis C virus,Cc1cc2c(-c3ccc[nH]c3=O)c(C(=O)O)n(Cc3cc4ccccc4nc3Cl)c2cc1F,O=c1[nH]cccc1-c1cn(Cc2cnc3ccccc3c2)c2ccccc12,-1
,,8.52288,Hepatitis C virus,CC1(C)CC[C@@]2(C(=O)NCc3cn(Cc4ccc(Cn5cc(CNC(=O)[C@]67CCC(C)(C)C[C@H]6C6=CC[C@@H]8[C@@]9(C)CC[C@H](O)C(C)(C)[C@@H]9CC[C@@]8(C)[C@]6(C)C[C@H]7O)nn5)cc4)nn3)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O,O=C(NCc1cn(Cc2ccc(Cn3cc(CNC(=O)C45CCCCC4C4=CCC6C7CCCCC7CCC6C4CC5)nn3)cc2)nn1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,-1
,,8.52288,Hepatitis B virus,CC1C(C#N)CC(=O)N1c1cnn2c1CN(C(=O)Nc1cc(F)c(F)c(F)c1)[C@@H](C)C2,O=C(Nc1ccccc1)N1CCn2ncc(N3CCCC3=O)c2C1,-1
,,8.52288,Hepatitis B virus,N#C[C@]1(CO)/C(=C\F)[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@@H]1O,C=C1CCCC1n1cnc2c(=O)[nH]cnc21,-1
,,8.52288,Hepatitis B virus,C[C@H]1Cn2ncc(N3C(=O)OC(C)(C)[C@@H]3C)c2CN1C(=O)Nc1cc(F)c(F)c(F)c1,O=C(Nc1ccccc1)N1CCn2ncc(N3CCOC3=O)c2C1,-1
,,8.52288,Hepatitis B virus,COCC1COc2c(Cl)cc3c(c2C1)CC(C(C)(C)C)n1cc(C(=O)O)c(=O)cc1-3,O=c1ccn2c(c1)-c1ccc3c(c1CC2)CCCO3,-1
,,8.52288,Hepatitis B virus,CC1CCN(c2cc(F)nc(N3CCc4nc(-c5ncccn5)ncc4C3C)c2)C1=O,O=C1CCCN1c1ccnc(N2CCc3nc(-c4ncccn4)ncc3C2)c1,-1
,,8.52288,Hepatitis B virus,COCCCOc1cc2c(cc1Cl)-c1cc(=O)c(C(=O)O)cn1N(C(C)(C)C)C2,O=c1ccn2c(c1)-c1ccccc1CN2,-1
,,8.52,Enterovirus,C[C@H](CCOc1ccc(-c2ccc(Cl)cc2)cc1)CCN1CCN(c2ccncc2)C1=O,O=C1N(CCCCCOc2ccc(-c3ccccc3)cc2)CCN1c1ccncc1,407
,R-75761,8.52,Poliovirus,CCOC(=O)c1ccc(OCCCC2CCN(c3ccc(Cl)nn3)CC2)cc1,c1ccc(OCCCC2CCN(c3cccnn3)CC2)cc1,72
DB14925,Tenofovir exalidex,8.52,Xenotropic murine leukemia virus-related virus,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,c1ncc2nc[nH]c2n1,60
,Pocapavir,8.52,Poliovirus,COc1ccc(OCc2ccc(COc3c(Cl)cccc3Cl)cc2)c(Cl)c1,c1ccc(OCc2ccc(COc3ccccc3)cc2)cc1,-1
DB00641,Simvastatin,8.52,Cytomegalovirus,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,-1
,Baicalein disodium phosphate,8.52,Cytomegalovirus,O=c1cc(-c2ccccc2)oc2cc(O)c(OP(=O)(O)O)c(O)c12,O=c1cc(-c2ccccc2)oc2ccccc12,-1
,OLP-(S)HPMPA,8.52,Cytomegalovirus,CCCCCCCC/C=C\CCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1cnc2c(N)ncnc21,c1ncc2nc[nH]c2n1,-1
,OLE-(S)HPMPA,8.52,Cytomegalovirus,CCCCCCCC/C=C\CCCCCCCCOCCOP(=O)(O)CO[C@H](CO)Cn1cnc2c(N)ncnc21,c1ncc2nc[nH]c2n1,-1
,,8.52,Cytomegalovirus,COc1c(N2CCC(C(=O)O)CC2)c(F)cc2c(=O)c(C(=O)NCc3ccc(OC(F)(F)F)cc3Cl)cn(CC(F)(F)F)c12,O=C(NCc1ccccc1)c1c[nH]c2cc(N3CCCCC3)ccc2c1=O,-1
,,8.52,Respiratory syncytial virus,CS(=O)(=O)N1CC2(C1)C(=O)N(Cc1nc3cc(Br)ccc3n1CCCCO)c1ccccc12,O=C1N(Cc2nc3ccccc3[nH]2)c2ccccc2C12CNC2,-1
,,8.52,Respiratory syncytial virus,NC1(CNc2nc(N3CC[S@@+](O)c4ccccc4C3)nc3ccsc23)COC1,c1ccc2c(c1)CN(c1nc(NCC3COC3)c3sccc3n1)CC[SH+]2,-1
,,8.52,Cytomegalovirus,COc1c(N2CCC[C@H](CC(=O)O)C2)c(F)cc2c(=O)c(C(=O)NCc3ccc(OC(F)(F)F)cc3C)cn(CC(F)(F)F)c12,O=C(NCc1ccccc1)c1c[nH]c2cc(N3CCCCC3)ccc2c1=O,-1
,,8.52,Respiratory syncytial virus,CC(C)CCn1c(CN2C(=O)N(C3CC3)S(=O)(=O)c3ccccc32)nc2cc(CN)ccc21,O=C1N(Cc2nc3ccccc3[nH]2)c2ccccc2S(=O)(=O)N1C1CC1,-1
,,8.52,Respiratory syncytial virus,CC(C)C(=O)N1CC2(C1)C(=O)N(Cc1nc3cc(Br)ccc3n1CCCCO)c1ccccc12,O=C1N(Cc2nc3ccccc3[nH]2)c2ccccc2C12CNC2,-1
,,8.51713,Hepatitis C virus,NCCOc1ccc(Nc2nc(NCc3ccc(Cl)cc3)nc(OCC(F)(F)F)n2)cn1,c1ccc(CNc2ncnc(Nc3cccnc3)n2)cc1,-1
,,8.51103,Hepatitis C virus,C=C1COc2ccc(cc2)CNc2nc(nc(OCC(F)(F)F)n2)Nc2ccc(cc2)C(=O)N2CC3(CN(C1)C3)C2,C=C1COc2ccc(cc2)CNc2ncnc(n2)Nc2ccc(cc2)C(=O)N2CC3(CN(C1)C3)C2,-1
,,8.50864,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCC1)NC(=O)N1CC[C@@H](C1)OCCC/C=C/c1cc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,O=C(NC1(C(=O)NS(=O)(=O)C2CC2)CC1)C1CC2CN1C(=O)C(C1CCCC1)NC(=O)N1CCC(C1)OCCCC=Cc1cc3ccccc3nc1O2,409
,,8.50864,Hepatitis C virus,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2nc3cc(OC)ccc3nc2Cl)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1(C)CC1,O=C(NCC(=O)N1CC(Oc2cnc3ccccc3n2)CC1C(=O)NC1(C(=O)NS(=O)(=O)C2CC2)CC1)OC1CCCC1,408
,,8.50864,Hepatitis B virus,Cc1c(C(=O)C(=O)NC2(c3c[nH]nn3)CC(F)(F)C2)c2n(c1C(=O)Nc1ccc(F)c(Cl)c1)CCC2,O=C(NC1(c2c[nH]nn2)CCC1)C(=O)c1cc(C(=O)Nc2ccccc2)n2c1CCC2,400
,,8.50864,Hepatitis C virus,O=C(Nc1nc(-c2ccccc2)cs1)[C@@H]1CCCN1C(=O)[C@H](NC(=O)N1CCCC1)c1ccccc1,O=C(Nc1nc(-c2ccccc2)cs1)C1CCCN1C(=O)C(NC(=O)N1CCCC1)c1ccccc1,-1
,,8.50864,Hepatitis C virus,CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)oc2cc3c(cc12)[C@H](C)OCCN3S(C)(=O)=O,c1ccc(Oc2ccc(-c3cc4cc5c(cc4o3)NCCOC5)cc2)cc1,-1
,,8.50571,Influenza A virus,O=C(O)[C@H]1[C@H]2CC[C@H](CC2)[C@@H]1Nc1nc(-c2ccco2)nc(-c2c[nH]c3c(F)cc(F)cc23)n1,c1coc(-c2nc(NC3CC4CCC3CC4)nc(-c3c[nH]c4ccccc34)n2)c1,-1
,,8.50169,Hepatitis B virus,COCC1(COc2cc3c(cc2OC)-c2cc(=O)c(C(=O)O)cn2[C@H](C(C)C)C3)CC1,O=c1ccn2c(c1)-c1ccc(OCC3CC3)cc1CC2,-1
,,8.5,Hepatitis C virus,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCC(OC(=O)N5CCCCC5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,O=C1NC2(C(=O)NS(=O)(=O)C3CC3)CC2C=CCCCCCC(OC(=O)N2CCCCC2)C(=O)N2CC(Oc3cc(-c4nccs4)nc4ccccc34)CC12,-1
,,8.49963,Hepatitis C virus,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c([C@H]3CCCN(S(=O)(=O)Cc4ccc(F)cc4)C3)cc12,O=S(=O)(Cc1ccccc1)N1CCCC(c2ccc3oc(-c4ccccc4)cc3c2)C1,389
